id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado,motivo_rechazo
637,22494,,8852.96,ABIERTO,fecha_vacia
638,19539,,10177.49,ABIERTO,fecha_vacia
639,10248,,1516.11,NAN,fecha_vacia
640,13475,,12.93319,ABIERTO,fecha_vacia
641,21496,,8941.22,ABIERTO,fecha_vacia
643,4604,,13596.15,CERRADO,fecha_vacia
644,21088,,5253.85,NAN,fecha_vacia
645,11915,,8814.08,CERRADO,fecha_vacia
646,4770,,5803.73,ABIERTO,fecha_vacia
647,22110,,,CERRADO,"fecha_vacia,monto_vacio"
648,4252,,7.22664,ABIERTO,fecha_vacia
649,12061,,8161.32,ABIERTO,fecha_vacia
650,24671,,6124.17,RECHAZADO,fecha_vacia
651,16433,,10165.98,NAN,fecha_vacia
652,8973,,,ABIERTO,"fecha_vacia,monto_vacio"
653,8325,,3436.47,NAN,fecha_vacia
657,23993,,12774.15,CERRADO,fecha_vacia
658,9973,,7195.36,RECHAZADO,fecha_vacia
659,8391,,8.12814,CERRADO,fecha_vacia
660,24254,,4004.38,CERRADO,fecha_vacia
661,6981,,,NAN,"fecha_vacia,monto_vacio"
662,15605,2025-12-16,,ABIERTO,monto_vacio
663,15104,,13252.17,NAN,fecha_vacia
664,5731,,5577.51,NAN,fecha_vacia
665,21165,,9060.55,CERRADO,fecha_vacia
666,10515,,1415.47,NAN,fecha_vacia
667,22850,,14.33309,RECHAZADO,fecha_vacia
668,12401,2025-04-01,,RECHAZADO,monto_vacio
669,17465,,1905.81,ABIERTO,fecha_vacia
671,9678,,3157.22,NAN,fecha_vacia
672,18183,,14404.32,NAN,fecha_vacia
673,12793,,7026.08,CERRADO,fecha_vacia
674,9099,,5490.56,ABIERTO,fecha_vacia
675,4118,,11.46898,NAN,fecha_vacia
676,25652,,4329.18,NAN,fecha_vacia
677,19888,,8543.66,ABIERTO,fecha_vacia
678,24681,,1097.13,RECHAZADO,fecha_vacia
681,6234,2025-10-15,,NAN,monto_vacio
682,23566,,13.62041,RECHAZADO,fecha_vacia
683,23539,,10505.35,CERRADO,fecha_vacia
684,13740,,13370.29,CERRADO,fecha_vacia
685,8447,,5431.73,CERRADO,fecha_vacia
686,20908,,7.23655,NAN,fecha_vacia
687,15875,,,RECHAZADO,"fecha_vacia,monto_vacio"
688,9946,,10.89334,NAN,fecha_vacia
689,10280,,10161.02,CERRADO,fecha_vacia
690,679,,14161.93,ABIERTO,fecha_vacia
691,12163,,,ABIERTO,"fecha_vacia,monto_vacio"
693,239,,2.5875,CERRADO,fecha_vacia
694,16051,,2151.57,RECHAZADO,fecha_vacia
696,7945,,7898.62,NAN,fecha_vacia
697,8619,,11461.41,ABIERTO,fecha_vacia
698,18567,,,CERRADO,"fecha_vacia,monto_vacio"
699,24920,,2235.03,RECHAZADO,fecha_vacia
701,10012,,5662.35,NAN,fecha_vacia
702,2873,,5.17961,CERRADO,fecha_vacia
704,13263,2025-11-17,,CERRADO,monto_vacio
706,2757,,13278.87,CERRADO,fecha_vacia
707,24991,,7549.29,ABIERTO,fecha_vacia
708,25560,,,RECHAZADO,"fecha_vacia,monto_vacio"
709,16266,,,CERRADO,"fecha_vacia,monto_vacio"
710,24697,,10893.55,NAN,fecha_vacia
711,24433,,,CERRADO,"fecha_vacia,monto_vacio"
712,24680,,13399.7,CERRADO,fecha_vacia
715,23754,,10.14118,ABIERTO,fecha_vacia
717,17888,2025-06-29,,NAN,monto_vacio
718,7795,,12.1694,ABIERTO,fecha_vacia
720,24674,,1668.36,ABIERTO,fecha_vacia
721,21605,,10947.61,CERRADO,fecha_vacia
722,17682,,10999.55,ABIERTO,fecha_vacia
723,24857,,508.97,CERRADO,fecha_vacia
724,23742,,8822.98,CERRADO,fecha_vacia
725,9321,,7.24432,NAN,fecha_vacia
726,20483,,,RECHAZADO,"fecha_vacia,monto_vacio"
727,25607,,9.08417,ABIERTO,fecha_vacia
728,19693,,2934.75,NAN,fecha_vacia
729,4497,,336.98,ABIERTO,fecha_vacia
730,16114,,,ABIERTO,"fecha_vacia,monto_vacio"
732,20771,,3214.48,ABIERTO,fecha_vacia
734,906,,3.32844,NAN,fecha_vacia
735,10034,,325.07,NAN,fecha_vacia
737,8626,,8378.93,CERRADO,fecha_vacia
738,21149,,12608.36,NAN,fecha_vacia
739,25838,,6691.62,CERRADO,fecha_vacia
740,10643,,,CERRADO,"fecha_vacia,monto_vacio"
741,22401,,5135.94,NAN,fecha_vacia
742,6027,,8073.42,NAN,fecha_vacia
743,17172,,3761.89,NAN,fecha_vacia
744,8360,,2.02077,ABIERTO,fecha_vacia
745,22996,,1381.36,CERRADO,fecha_vacia
746,10464,2025-02-09,,CERRADO,monto_vacio
748,20797,,5210.91,ABIERTO,fecha_vacia
749,14183,,8218.95,CERRADO,fecha_vacia
750,7697,,5.38056,ABIERTO,fecha_vacia
751,19485,,11.16995,NAN,fecha_vacia
753,1456,,3016.99,CERRADO,fecha_vacia
754,6917,,14564.02,NAN,fecha_vacia
755,11416,,4159.67,ABIERTO,fecha_vacia
756,14767,,,NAN,"fecha_vacia,monto_vacio"
757,19194,,2954.35,CERRADO,fecha_vacia
758,20407,,,RECHAZADO,"fecha_vacia,monto_vacio"
760,20684,,,NAN,"fecha_vacia,monto_vacio"
762,18894,,11117.21,NAN,fecha_vacia
763,21471,,7154.89,NAN,fecha_vacia
765,23282,,1172.2,NAN,fecha_vacia
766,11542,,,NAN,"fecha_vacia,monto_vacio"
767,6334,,12486.42,ABIERTO,fecha_vacia
768,17775,,6684.29,CERRADO,fecha_vacia
769,14602,,3895.18,ABIERTO,fecha_vacia
770,13566,,9355.26,ABIERTO,fecha_vacia
771,25633,,,CERRADO,"fecha_vacia,monto_vacio"
772,12625,,11.63718,CERRADO,fecha_vacia
773,20762,,7728.89,NAN,fecha_vacia
774,12939,,11202.95,CERRADO,fecha_vacia
775,13123,,3021.45,RECHAZADO,fecha_vacia
776,21701,,14.77214,RECHAZADO,fecha_vacia
777,25653,,13048.69,NAN,fecha_vacia
778,466,,14257.82,NAN,fecha_vacia
779,6799,,,ABIERTO,"fecha_vacia,monto_vacio"
780,11745,,9907.16,ABIERTO,fecha_vacia
781,3134,,11122.43,CERRADO,fecha_vacia
782,6674,,4364.59,ABIERTO,fecha_vacia
783,16516,,7.25318,NAN,fecha_vacia
784,8863,,,CERRADO,"fecha_vacia,monto_vacio"
785,13180,,8136.02,NAN,fecha_vacia
786,19362,,,NAN,"fecha_vacia,monto_vacio"
788,19721,,,CERRADO,"fecha_vacia,monto_vacio"
789,24449,,12.583,CERRADO,fecha_vacia
790,9179,,,NAN,"fecha_vacia,monto_vacio"
792,19152,,8222.52,NAN,fecha_vacia
793,9967,,6.94375,NAN,fecha_vacia
796,16905,,13179.02,ABIERTO,fecha_vacia
797,17041,,11.72806,CERRADO,fecha_vacia
799,11920,,8440.96,ABIERTO,fecha_vacia
800,1975,,8.29232,ABIERTO,fecha_vacia
802,6531,,14323.7,CERRADO,fecha_vacia
803,13409,,13826.32,ABIERTO,fecha_vacia
804,5193,,767.61,ABIERTO,fecha_vacia
806,23617,,10.17482,NAN,fecha_vacia
808,8362,,14.55374,NAN,fecha_vacia
809,3561,,4.36429,ABIERTO,fecha_vacia
810,11163,,6044.37,ABIERTO,fecha_vacia
811,22989,,14.49211,CERRADO,fecha_vacia
812,7450,,7610.44,ABIERTO,fecha_vacia
813,1969,,5.8586,ABIERTO,fecha_vacia
814,6170,2026-01-07,,NAN,monto_vacio
815,9848,,1187.79,ABIERTO,fecha_vacia
817,5151,,,CERRADO,"fecha_vacia,monto_vacio"
818,14589,,11864.54,ABIERTO,fecha_vacia
819,5330,,9561.37,RECHAZADO,fecha_vacia
820,24370,,4963.22,CERRADO,fecha_vacia
821,17238,,,ABIERTO,"fecha_vacia,monto_vacio"
823,5148,,14.34042,ABIERTO,fecha_vacia
824,18973,,9516.18,CERRADO,fecha_vacia
825,22006,,5117.41,NAN,fecha_vacia
826,12367,,9.96924,CERRADO,fecha_vacia
827,24558,,3709.87,CERRADO,fecha_vacia
828,2640,,8.60005,NAN,fecha_vacia
830,11751,,,ABIERTO,"fecha_vacia,monto_vacio"
833,6103,,13.41106,ABIERTO,fecha_vacia
834,4637,2026-02-16,,ABIERTO,monto_vacio
835,16319,,9169.42,NAN,fecha_vacia
836,23099,,688.22,ABIERTO,fecha_vacia
837,1687,,1640.78,CERRADO,fecha_vacia
838,1618,,,ABIERTO,"fecha_vacia,monto_vacio"
839,5627,2025-05-13,,ABIERTO,monto_vacio
840,12030,,,RECHAZADO,"fecha_vacia,monto_vacio"
841,4360,,12.73706,ABIERTO,fecha_vacia
842,19198,,10.78607,ABIERTO,fecha_vacia
843,6564,,13205.44,NAN,fecha_vacia
844,5928,,5490.32,CERRADO,fecha_vacia
845,13175,,4442.61,RECHAZADO,fecha_vacia
846,16436,,5636.39,RECHAZADO,fecha_vacia
847,20614,,11.04211,NAN,fecha_vacia
848,25755,,,CERRADO,"fecha_vacia,monto_vacio"
849,12309,,6366.94,ABIERTO,fecha_vacia
850,9751,,9186.57,RECHAZADO,fecha_vacia
851,17927,,50154.0,ABIERTO,fecha_vacia
852,12066,,2.2546,CERRADO,fecha_vacia
853,19756,,9050.18,CERRADO,fecha_vacia
855,2289,,1159.96,RECHAZADO,fecha_vacia
856,25525,,10.91567,ABIERTO,fecha_vacia
857,1484,,1471.64,CERRADO,fecha_vacia
858,2946,,12490.65,RECHAZADO,fecha_vacia
859,22653,,7300.88,CERRADO,fecha_vacia
860,15538,,14296.85,ABIERTO,fecha_vacia
861,12983,,,RECHAZADO,"fecha_vacia,monto_vacio"
862,18675,,10.46737,NAN,fecha_vacia
863,6005,,13650.52,CERRADO,fecha_vacia
864,20430,,13.34256,CERRADO,fecha_vacia
865,21386,,,NAN,"fecha_vacia,monto_vacio"
866,18456,,13.51454,CERRADO,fecha_vacia
867,3500,,9701.84,ABIERTO,fecha_vacia
868,6666,,853.04,NAN,fecha_vacia
869,12599,,,ABIERTO,"fecha_vacia,monto_vacio"
870,15653,,8242.35,RECHAZADO,fecha_vacia
871,20090,,,RECHAZADO,"fecha_vacia,monto_vacio"
872,16566,,4539.83,ABIERTO,fecha_vacia
873,15212,,8365.73,ABIERTO,fecha_vacia
874,18047,,10000.73,RECHAZADO,fecha_vacia
875,18074,,13160.02,CERRADO,fecha_vacia
877,7112,,9381.6,NAN,fecha_vacia
878,10168,,8.93521,CERRADO,fecha_vacia
879,15051,,10473.53,NAN,fecha_vacia
880,11799,,,CERRADO,"fecha_vacia,monto_vacio"
882,15099,,6468.18,RECHAZADO,fecha_vacia
884,2828,,,CERRADO,"fecha_vacia,monto_vacio"
885,12659,,9.22407,NAN,fecha_vacia
886,9085,,,NAN,"fecha_vacia,monto_vacio"
887,15902,,4924.89,CERRADO,fecha_vacia
889,3295,,3508.23,ABIERTO,fecha_vacia
890,12963,,4734.11,RECHAZADO,fecha_vacia
891,5149,,8959.0,NAN,fecha_vacia
892,477,,,NAN,"fecha_vacia,monto_vacio"
893,15751,,4.97942,NAN,fecha_vacia
894,20520,,5313.13,NAN,fecha_vacia
896,19486,,,RECHAZADO,"fecha_vacia,monto_vacio"
897,15786,,7020.23,CERRADO,fecha_vacia
898,9095,,12669.98,NAN,fecha_vacia
899,13030,,348.08,CERRADO,fecha_vacia
900,17242,,4820.85,RECHAZADO,fecha_vacia
903,24211,,1.90688,CERRADO,fecha_vacia
904,20112,,-14404.26,ABIERTO,fecha_vacia
905,19964,,862.86,CERRADO,fecha_vacia
906,11499,,10802.07,RECHAZADO,fecha_vacia
907,10899,,,ABIERTO,"fecha_vacia,monto_vacio"
908,22889,,,ABIERTO,"fecha_vacia,monto_vacio"
909,23985,,10199.91,RECHAZADO,fecha_vacia
910,15374,,,ABIERTO,"fecha_vacia,monto_vacio"
911,7753,,,NAN,"fecha_vacia,monto_vacio"
912,7100,,,RECHAZADO,"fecha_vacia,monto_vacio"
913,24281,,559.31,RECHAZADO,fecha_vacia
914,3674,,82239.0,ABIERTO,fecha_vacia
915,22534,,,ABIERTO,"fecha_vacia,monto_vacio"
918,7889,,9589.21,RECHAZADO,fecha_vacia
919,1612,,3709.68,ABIERTO,fecha_vacia
920,13269,,8.35784,NAN,fecha_vacia
921,635,,8664.03,RECHAZADO,fecha_vacia
922,21030,,9249.04,ABIERTO,fecha_vacia
923,15771,,4528.7,CERRADO,fecha_vacia
925,13202,,9733.32,ABIERTO,fecha_vacia
926,12960,,,CERRADO,"fecha_vacia,monto_vacio"
927,9497,,8.75613,NAN,fecha_vacia
929,7077,,,NAN,"fecha_vacia,monto_vacio"
931,10395,,9407.13,NAN,fecha_vacia
932,18329,,12118.68,CERRADO,fecha_vacia
934,8280,,,RECHAZADO,"fecha_vacia,monto_vacio"
935,9187,,9943.93,RECHAZADO,fecha_vacia
936,20440,,9.41271,RECHAZADO,fecha_vacia
937,17087,,11.58854,RECHAZADO,fecha_vacia
938,21310,,1907.58,NAN,fecha_vacia
941,8357,,6.45951,ABIERTO,fecha_vacia
942,20787,,3926.48,NAN,fecha_vacia
943,21096,,,CERRADO,"fecha_vacia,monto_vacio"
944,16392,2025-11-02,,CERRADO,monto_vacio
945,3389,,3574.17,ABIERTO,fecha_vacia
946,6105,,7893.41,ABIERTO,fecha_vacia
947,25720,,,CERRADO,"fecha_vacia,monto_vacio"
950,12819,,,NAN,"fecha_vacia,monto_vacio"
951,23831,2026-01-17,,RECHAZADO,monto_vacio
952,9363,,,ABIERTO,"fecha_vacia,monto_vacio"
953,13907,,11543.65,CERRADO,fecha_vacia
954,5140,,8041.41,RECHAZADO,fecha_vacia
955,20635,,3080.23,RECHAZADO,fecha_vacia
956,2405,2025-05-20,,RECHAZADO,monto_vacio
957,24483,,11523.16,ABIERTO,fecha_vacia
958,7503,,11.06301,NAN,fecha_vacia
959,23727,2026-01-02,,ABIERTO,monto_vacio
960,1448,,10946.39,NAN,fecha_vacia
961,7305,,,NAN,"fecha_vacia,monto_vacio"
962,6145,,,ABIERTO,"fecha_vacia,monto_vacio"
963,23266,,,CERRADO,"fecha_vacia,monto_vacio"
964,17969,,,CERRADO,"fecha_vacia,monto_vacio"
965,1471,,11318.24,CERRADO,fecha_vacia
966,18796,,3648.68,CERRADO,fecha_vacia
968,5183,,7366.53,ABIERTO,fecha_vacia
969,16047,2025-04-21,,NAN,monto_vacio
970,15665,,10080.9,ABIERTO,fecha_vacia
971,3878,,13000.22,CERRADO,fecha_vacia
972,8783,,11.85224,ABIERTO,fecha_vacia
973,826,,8506.95,NAN,fecha_vacia
974,9936,,,NAN,"fecha_vacia,monto_vacio"
976,13491,,14763.99,NAN,fecha_vacia
977,24253,,2.09245,ABIERTO,fecha_vacia
979,21383,,,ABIERTO,"fecha_vacia,monto_vacio"
980,12364,,,ABIERTO,"fecha_vacia,monto_vacio"
981,7969,,6736.39,ABIERTO,fecha_vacia
982,2212,,9426.16,ABIERTO,fecha_vacia
983,6254,,1.57627,CERRADO,fecha_vacia
984,23321,,6275.77,NAN,fecha_vacia
985,13966,,,ABIERTO,"fecha_vacia,monto_vacio"
986,11266,,10351.13,NAN,fecha_vacia
987,285,,2.40718,CERRADO,fecha_vacia
988,13768,,13.57071,ABIERTO,fecha_vacia
989,8745,,6.80915,RECHAZADO,fecha_vacia
991,22158,,7.63727,NAN,fecha_vacia
992,2475,,,ABIERTO,"fecha_vacia,monto_vacio"
993,2043,,8645.4,CERRADO,fecha_vacia
994,14120,,,ABIERTO,"fecha_vacia,monto_vacio"
995,25741,,12613.58,CERRADO,fecha_vacia
996,21960,,86032.0,ABIERTO,fecha_vacia
997,24838,2025-11-15,,ABIERTO,monto_vacio
998,24397,,8487.11,CERRADO,fecha_vacia
999,25689,,,ABIERTO,"fecha_vacia,monto_vacio"
1000,18897,,354.26,NAN,fecha_vacia
1001,3875,,4.02789,NAN,fecha_vacia
1002,17643,,,CERRADO,"fecha_vacia,monto_vacio"
1003,22903,,14621.41,ABIERTO,fecha_vacia
1004,25647,,10.85563,CERRADO,fecha_vacia
1005,1804,,11494.27,NAN,fecha_vacia
1007,5235,,3436.21,RECHAZADO,fecha_vacia
1008,23461,,,NAN,"fecha_vacia,monto_vacio"
1009,595,,12266.0,CERRADO,fecha_vacia
1010,766,,1055.61,CERRADO,fecha_vacia
1011,21442,,13421.57,CERRADO,fecha_vacia
1012,4651,,8060.87,CERRADO,fecha_vacia
1013,20157,,,CERRADO,"fecha_vacia,monto_vacio"
1014,1892,,,ABIERTO,"fecha_vacia,monto_vacio"
1015,3822,,4198.73,NAN,fecha_vacia
1016,16618,,2878.66,RECHAZADO,fecha_vacia
1017,25716,,,CERRADO,"fecha_vacia,monto_vacio"
1018,21542,,8.34828,RECHAZADO,fecha_vacia
1019,17243,,7585.45,NAN,fecha_vacia
1020,20476,,9638.23,NAN,fecha_vacia
1021,6409,,,ABIERTO,"fecha_vacia,monto_vacio"
1022,22714,,2551.17,CERRADO,fecha_vacia
1023,24296,,2166.64,RECHAZADO,fecha_vacia
1025,4210,,9442.08,ABIERTO,fecha_vacia
1026,12458,,,CERRADO,"fecha_vacia,monto_vacio"
1027,15572,,12459.2,CERRADO,fecha_vacia
1028,3752,,,ABIERTO,"fecha_vacia,monto_vacio"
1031,15756,,3056.54,NAN,fecha_vacia
1032,3331,,13707.48,ABIERTO,fecha_vacia
1033,4230,,11.48162,NAN,fecha_vacia
1035,12033,,,CERRADO,"fecha_vacia,monto_vacio"
1036,17772,,10598.48,RECHAZADO,fecha_vacia
1037,23259,,10301.15,RECHAZADO,fecha_vacia
1038,8757,,58168.0,ABIERTO,fecha_vacia
1039,25599,,,CERRADO,"fecha_vacia,monto_vacio"
1041,10322,,5303.75,CERRADO,fecha_vacia
1042,8757,,2.91819,ABIERTO,fecha_vacia
1043,4254,,11298.38,CERRADO,fecha_vacia
1044,22668,,930.74,NAN,fecha_vacia
1045,10458,,5.35552,NAN,fecha_vacia
1046,6717,,,ABIERTO,"fecha_vacia,monto_vacio"
1047,15632,,4927.0,ABIERTO,fecha_vacia
1050,18759,,14.75413,ABIERTO,fecha_vacia
1051,8317,,10.46032,RECHAZADO,fecha_vacia
1052,10082,,93354.0,CERRADO,fecha_vacia
1053,8739,,13.25669,ABIERTO,fecha_vacia
1054,178,,8796.59,ABIERTO,fecha_vacia
1055,20636,,8440.05,NAN,fecha_vacia
1056,3455,,4182.88,RECHAZADO,fecha_vacia
1057,12563,,8110.11,ABIERTO,fecha_vacia
1059,14253,2025-08-26,,RECHAZADO,monto_vacio
1060,19021,,6011.35,NAN,fecha_vacia
1061,25739,,10090.98,ABIERTO,fecha_vacia
1062,9345,,,NAN,"fecha_vacia,monto_vacio"
1063,10311,,506.85,NAN,fecha_vacia
1064,20345,,,CERRADO,"fecha_vacia,monto_vacio"
1065,21567,,10277.84,ABIERTO,fecha_vacia
1066,13573,,,RECHAZADO,"fecha_vacia,monto_vacio"
1067,3241,,2155.91,RECHAZADO,fecha_vacia
1068,22744,,6905.13,ABIERTO,fecha_vacia
1070,14008,,13456.22,NAN,fecha_vacia
1071,6778,,5828.56,ABIERTO,fecha_vacia
1074,15640,,1922.21,CERRADO,fecha_vacia
1076,18032,,7758.51,NAN,fecha_vacia
1077,6270,,1997.62,ABIERTO,fecha_vacia
1078,13241,,7515.7,NAN,fecha_vacia
1079,11635,,14.29679,ABIERTO,fecha_vacia
1081,7513,,,ABIERTO,"fecha_vacia,monto_vacio"
1082,5493,,14.66607,NAN,fecha_vacia
1084,2742,,4897.88,RECHAZADO,fecha_vacia
1085,10737,,5919.75,ABIERTO,fecha_vacia
1086,20808,,,CERRADO,"fecha_vacia,monto_vacio"
1087,10117,,4498.53,CERRADO,fecha_vacia
1088,22336,,6.99068,CERRADO,fecha_vacia
1089,22409,,11798.06,CERRADO,fecha_vacia
1091,5775,,2220.73,NAN,fecha_vacia
1092,17119,,,ABIERTO,"fecha_vacia,monto_vacio"
1093,14884,,4005.29,RECHAZADO,fecha_vacia
1094,3560,,,NAN,"fecha_vacia,monto_vacio"
1096,6981,,,NAN,"fecha_vacia,monto_vacio"
1098,19355,,7889.33,ABIERTO,fecha_vacia
1102,25677,,6992.09,ABIERTO,fecha_vacia
1103,15069,,12.72161,ABIERTO,fecha_vacia
1105,18411,,,NAN,"fecha_vacia,monto_vacio"
1106,11451,,5959.99,NAN,fecha_vacia
1108,7405,,3579.1,RECHAZADO,fecha_vacia
1109,21960,,234.11,ABIERTO,fecha_vacia
1110,7307,,6284.09,ABIERTO,fecha_vacia
1111,14354,,,NAN,"fecha_vacia,monto_vacio"
1112,16501,,5502.88,CERRADO,fecha_vacia
1113,24868,,6794.36,NAN,fecha_vacia
1114,17658,2025-06-09,,NAN,monto_vacio
1115,2855,,4674.38,CERRADO,fecha_vacia
1116,15493,,9778.99,CERRADO,fecha_vacia
1117,21480,,,CERRADO,"fecha_vacia,monto_vacio"
1118,23771,,8827.3,NAN,fecha_vacia
1119,24714,,11083.46,RECHAZADO,fecha_vacia
1120,13861,,11213.71,NAN,fecha_vacia
1121,20858,,79570.0,CERRADO,fecha_vacia
1122,12929,,3493.27,ABIERTO,fecha_vacia
1123,6641,,1.08295,ABIERTO,fecha_vacia
1124,3461,,10686.06,NAN,fecha_vacia
1125,25600,,13156.95,CERRADO,fecha_vacia
1126,3841,2025-05-28,,CERRADO,monto_vacio
1127,10355,2025-02-15,,RECHAZADO,monto_vacio
1128,14020,,4.52174,RECHAZADO,fecha_vacia
1129,9207,,1999.09,NAN,fecha_vacia
1130,688,,1651.92,CERRADO,fecha_vacia
1131,19776,,749.79,ABIERTO,fecha_vacia
1132,23813,,13473.39,NAN,fecha_vacia
1133,16811,,,NAN,"fecha_vacia,monto_vacio"
1134,5072,,,CERRADO,"fecha_vacia,monto_vacio"
1135,15345,,2.17694,CERRADO,fecha_vacia
1136,11801,,5310.68,NAN,fecha_vacia
1139,6215,,13514.51,ABIERTO,fecha_vacia
1140,23028,,6684.61,CERRADO,fecha_vacia
1141,7917,,4405.51,CERRADO,fecha_vacia
1142,14020,,3255.1,CERRADO,fecha_vacia
1144,17946,,12781.95,ABIERTO,fecha_vacia
1145,2981,,1217.23,ABIERTO,fecha_vacia
1146,15338,,1484.94,NAN,fecha_vacia
1147,20793,,3113.62,RECHAZADO,fecha_vacia
1149,19340,,14517.55,CERRADO,fecha_vacia
1150,23730,,,NAN,"fecha_vacia,monto_vacio"
1151,3324,,6532.67,ABIERTO,fecha_vacia
1152,7979,,11.73304,RECHAZADO,fecha_vacia
1154,11248,,8.4406,CERRADO,fecha_vacia
1155,1189,,4509.87,ABIERTO,fecha_vacia
1156,15020,2025-09-24,,CERRADO,monto_vacio
1157,11302,,,ABIERTO,"fecha_vacia,monto_vacio"
1158,4891,,2632.99,RECHAZADO,fecha_vacia
1159,6964,,14016.53,ABIERTO,fecha_vacia
1161,21907,,53088.0,CERRADO,fecha_vacia
1162,12743,,9.76168,NAN,fecha_vacia
1163,10671,,9755.75,NAN,fecha_vacia
1164,23556,,3.97856,ABIERTO,fecha_vacia
1165,9198,,,CERRADO,"fecha_vacia,monto_vacio"
1166,24114,,3.47147,RECHAZADO,fecha_vacia
1167,286,,8397.54,CERRADO,fecha_vacia
1168,19075,,,ABIERTO,"fecha_vacia,monto_vacio"
1169,11760,,3075.23,CERRADO,fecha_vacia
1170,12816,,8627.81,ABIERTO,fecha_vacia
1171,6309,,7539.72,CERRADO,fecha_vacia
1172,10330,,,RECHAZADO,"fecha_vacia,monto_vacio"
1173,24937,,10267.29,CERRADO,fecha_vacia
1174,13,,,NAN,"fecha_vacia,monto_vacio"
1175,14609,,2.39464,ABIERTO,fecha_vacia
1176,4604,,76824.0,NAN,fecha_vacia
1177,20034,,1063.96,ABIERTO,fecha_vacia
1178,453,,4385.65,ABIERTO,fecha_vacia
1179,6385,,513.6,RECHAZADO,fecha_vacia
1180,19288,,1147.2,CERRADO,fecha_vacia
1181,801,,7.86308,RECHAZADO,fecha_vacia
1182,24739,,,ABIERTO,"fecha_vacia,monto_vacio"
1184,15381,,2152.09,NAN,fecha_vacia
1185,15619,,5907.17,NAN,fecha_vacia
1186,11436,,9269.46,ABIERTO,fecha_vacia
1187,20954,,4227.36,NAN,fecha_vacia
1188,11278,,9954.49,CERRADO,fecha_vacia
1189,13758,,7538.65,CERRADO,fecha_vacia
1190,2561,,9708.16,NAN,fecha_vacia
1191,24567,,8626.26,NAN,fecha_vacia
1194,12360,,1257.06,NAN,fecha_vacia
1195,1088,,,NAN,"fecha_vacia,monto_vacio"
1196,10349,,9104.31,CERRADO,fecha_vacia
1197,22770,2025-12-02,,ABIERTO,monto_vacio
1198,1007,,,CERRADO,"fecha_vacia,monto_vacio"
1199,7316,,,CERRADO,"fecha_vacia,monto_vacio"
1200,14387,,1174.91,CERRADO,fecha_vacia
1201,10811,,,ABIERTO,"fecha_vacia,monto_vacio"
1202,15557,,11977.15,ABIERTO,fecha_vacia
1204,10792,,2449.52,NAN,fecha_vacia
1205,2785,,,NAN,"fecha_vacia,monto_vacio"
1206,15823,,9814.88,CERRADO,fecha_vacia
1207,1951,,7.07311,ABIERTO,fecha_vacia
1208,12085,,7.29234,NAN,fecha_vacia
1209,20312,,1.54,RECHAZADO,fecha_vacia
1210,24186,,12984.46,CERRADO,fecha_vacia
1211,23782,2025-12-23,,RECHAZADO,monto_vacio
1212,18598,,5927.99,NAN,fecha_vacia
1213,17164,2025-11-14,,NAN,monto_vacio
1214,4547,2025-03-08,,NAN,monto_vacio
1215,10385,,2146.77,RECHAZADO,fecha_vacia
1217,1757,,13977.45,CERRADO,fecha_vacia
1218,13968,,5718.28,CERRADO,fecha_vacia
1219,12303,,,RECHAZADO,"fecha_vacia,monto_vacio"
1220,11652,,9053.89,NAN,fecha_vacia
1221,8298,2026-01-19,,ABIERTO,monto_vacio
1222,4761,2025-08-16,,NAN,monto_vacio
1223,8808,,5726.65,ABIERTO,fecha_vacia
1224,12468,,13427.65,RECHAZADO,fecha_vacia
1225,23885,,12134.93,NAN,fecha_vacia
1226,4251,,,CERRADO,"fecha_vacia,monto_vacio"
1227,25832,,,NAN,"fecha_vacia,monto_vacio"
1228,2407,,5542.27,CERRADO,fecha_vacia
1229,405,,2902.16,NAN,fecha_vacia
1230,10348,,14201.74,NAN,fecha_vacia
1231,21623,2025-10-10,,ABIERTO,monto_vacio
1233,19055,,493.42,RECHAZADO,fecha_vacia
1234,18450,,9867.5,CERRADO,fecha_vacia
1235,8554,,9417.71,ABIERTO,fecha_vacia
1236,18995,,14867.87,ABIERTO,fecha_vacia
1238,9697,,1040.72,CERRADO,fecha_vacia
1239,21836,,12831.95,RECHAZADO,fecha_vacia
1240,16223,,277.84,NAN,fecha_vacia
1241,21089,,1.04391,CERRADO,fecha_vacia
1242,16772,,,NAN,"fecha_vacia,monto_vacio"
1243,7188,,2.97615,CERRADO,fecha_vacia
1244,12283,,7946.62,ABIERTO,fecha_vacia
1245,9315,,5.01898,NAN,fecha_vacia
1246,22854,,2984.77,CERRADO,fecha_vacia
1248,23191,2025-01-21,,CERRADO,monto_vacio
1249,20643,,6978.95,CERRADO,fecha_vacia
1250,639,,10710.26,NAN,fecha_vacia
1252,22472,,2721.9,CERRADO,fecha_vacia
1253,8538,,,ABIERTO,"fecha_vacia,monto_vacio"
1254,20454,,,RECHAZADO,"fecha_vacia,monto_vacio"
1255,5220,,11546.0,RECHAZADO,fecha_vacia
1256,19180,,4203.56,ABIERTO,fecha_vacia
1257,5501,,4.90582,ABIERTO,fecha_vacia
1258,16974,,3290.95,ABIERTO,fecha_vacia
1260,19935,,11443.65,NAN,fecha_vacia
1261,10131,,8.86457,NAN,fecha_vacia
1262,25653,,5950.12,RECHAZADO,fecha_vacia
